order_date,order_id,customer_name,segment,country,city,location,product_id,category,product_name,sales,quantity,company_name,expiry_date
2022-02-10,YM-851369,Abdul-Mu'id Asghar,Consumer,Pakistan,Lahore,Site,OFF-ST-10001490,Award,Social Media Award,1200.0,1,Unknown,2024-02-10
2022-02-10,WF-452288,Gracie Blake,Consumer,United Kingdom,Warrington,Site,OFF-ST-10003816,Award,Social Media Award,1200.0,1,Unknown,2024-02-10
2022-02-10,XF-435942,Bisrat Sebhat,Home Office,Kenya,Nairobi,Site,WRA-MC-48987556,Courses,Graphic Design,19250.0,11,Unknown,2024-02-10
2022-02-10,VR-091870,Mu'azzaz Said,Corporate,Pakistan,Lahore,Site,OFF-PA-10001289,Courses,Graphic Design,31500.0,18,Reliable Investments,2024-02-10
2022-02-10,DW-629102,'Itab Totah,Corporate,Pakistan,Lahore,Site,BPP-XZ-27216934,Courses,Graphic Design,43750.0,25,Action Auto,2024-02-10
2022-02-10,IK-495237,'Awatif Toma,Corporate,Pakistan,Lahore,Site,TEC-PH-10000347,Diploma,IT Support Diploma,61600.0,28,Fresh Start,2024-02-10
2022-02-10,OW-142885,Luca Donnelly,Home Office,United Kingdom,Warrington,Site,OFF-SU-10000432,Courses,Graphic Design,33250.0,19,Unknown,2024-02-10
2022-02-10,TD-863011,Selassie Elias,Home Office,Kenya,Nairobi,Site,OFF-ST-10002574,Award,Social Media Award,12000.0,10,Unknown,2024-02-10
2022-02-10,SK-439765,Ghusun Deeb,Consumer,Pakistan,Lahore,Site,FUR-FU-10000193,Courses,Cloud Architecture,480.0,1,Unknown,2024-02-10
2022-02-10,SD-780492,Asfaha Isaias,Consumer,Kenya,Nairobi,Site,TEC-MA-10004002,Diploma,Social Media Diploma,1899.99,1,Unknown,2024-02-10
2022-02-10,TD-145332,Zewdi Mebrahtu,Consumer,Kenya,Nairobi,Site,FUR-FU-10002553,Courses,CompTIA,599.0,1,Unknown,2024-02-10
2020-03-10,QL-683291,Najeeb Essa,Corporate,Pakistan,Lahore,Site,IYE-UC-24880439,Award,HR Award,34477.0,23,AdventureSports!,2022-03-10
2020-03-10,SQ-874066,Faraj Maroun,Consumer,Pakistan,Lahore,Site,OFF-PA-10002749,Courses,Graphic Design,1750.0,1,Unknown,2022-03-10
2020-03-10,GV-498035,Halah Hakimi,Consumer,Pakistan,Lahore,Site,TEC-PH-10001819,Diploma,Executive PA Diploma,4500.0,1,Unknown,2022-03-10
2020-03-10,CI-128529,Abigail Ryan,Home Office,United Kingdom,Liverpool,Hub,VPL-OR-00487320,Diploma,Executive PA Diploma,13500.0,3,Unknown,2022-03-10
2020-03-10,SS-396884,John Lucas,Home Office,United Kingdom,Warrington,Site,OFF-PA-10004355,Courses,Graphic Design,28000.0,16,Unknown,2022-03-10
2020-03-10,TX-418051,'Azzah Mikhail,Corporate,Kuwait,Kuwait City,Site,LHJ-ZY-31067714,Courses,Graphic Design,22750.0,13,Formula Grey,2022-03-10
2020-03-10,RT-920896,Maysun Kattan,Home Office,Pakistan,Lahore,Site,UQO-SW-55178036,Courses,Graphic Design,14000.0,8,Unknown,2022-03-10
2020-03-10,SA-153498,Katherine Garner,Home Office,United Kingdom,Warrington,Site,TEC-PH-10001924,Diploma,Social Media Diploma,7599.96,4,Unknown,2022-03-10
2020-03-10,BH-770221,Budail Naser,Corporate,Pakistan,Lahore,Site,OFF-FA-10002988,Award,HR Award,19487.0,13,Future Bright,2022-03-10
2020-03-10,TL-912153,Yasmine Mustafa,Consumer,Pakistan,Lahore,Site,OFF-EN-10002621,Courses,Graphic Design,1750.0,1,Unknown,2022-03-10
2020-03-10,KU-985631,Nuhayd Mustafa,Consumer,Pakistan,Lahore,Site,FUR-FU-10004351,Courses,Python,350.0,1,Unknown,2022-03-10
2020-03-10,ST-990788,Seif Bazzi,Corporate,Pakistan,Lahore,Site,OFF-ST-10001370,Award,Microsoft Office Award,16500.0,11,Aaronson Furniture,2022-03-10
2020-03-10,BQ-535765,Daniel Sheshy,Home Office,Kenya,Nairobi,Site,OFF-ST-10000532,Diploma,Social Media Diploma,7599.96,4,Unknown,2022-03-10
2020-03-10,TR-955160,Niyaf Sabbagh,Home Office,Pakistan,Lahore,Site,OFF-BI-10001757,Award,Microsoft Office Award,6000.0,4,Unknown,2022-03-10
2020-03-10,PP-129842,Shahirah Baz,Corporate,Pakistan,Lahore,Site,YFB-IH-36653219,Award,HR Award,29980.0,20,Infinite Wealth Planners,2022-03-10
2021-03-10,IG-801084,Semhar Tewelde,Home Office,Kenya,Nairobi,Site,UUI-JX-96480485,Award,HR Award,37475.0,25,Unknown,2023-03-10
2021-03-10,ZI-082716,Hamim Amari,Corporate,Pakistan,Lahore,Site,OFF-AR-10004042,Diploma,HR Diploma,24000.0,15,Builders Emporium,2023-03-10
2021-03-10,QA-922498,Gharam Asfour,Home Office,Pakistan,Lahore,Site,OFF-BI-10001359,Courses,Graphic Design,15750.0,9,Unknown,2023-03-10
2021-03-10,LA-052780,Maddison McDonald,Corporate,United Kingdom,Warrington,Site,OFF-FA-10001332,Award,Social Media Award,10800.0,9,Red Fox Tavern,2023-03-10
2021-03-10,TO-493225,Dhakir Baba,Corporate,Kuwait,Kuwait City,Site,OFF-AR-10004441,Courses,Graphic Design,10500.0,6,Practi-Plan,2023-03-10
2021-03-10,WV-723759,Habib Nazari,Corporate,Pakistan,Lahore,Site,OFF-EN-10003040,Courses,Graphic Design,40250.0,23,Circus World,2023-03-10
2021-03-10,QE-431886,Sean Cunningham,Consumer,United Kingdom,Liverpool,Hub,OFF-AP-10002518,Diploma,Microsoft Office Diploma,2500.0,1,Unknown,2023-03-10
2021-03-10,XS-608247,Mahmoud Bata,Consumer,Pakistan,Lahore,Site,OFF-BI-10002764,Diploma,HR Diploma,1600.0,1,Unknown,2023-03-10
2021-03-10,WA-284610,Hanbal Bata,Consumer,Pakistan,Lahore,Site,KQF-CK-66944694,Courses,Graphic Design,1750.0,1,Unknown,2023-03-10
2021-03-10,BC-259494,'Adawiyah Shalhoub,Home Office,Pakistan,Lahore,Site,OFF-ST-10001496,Award,Microsoft Office Award,22500.0,15,Unknown,2023-03-10
2021-03-10,BM-736837,Sinan Abadi,Consumer,Pakistan,Lahore,Site,FUR-CH-10003761,Courses,Python,350.0,1,Unknown,2023-03-10
2021-03-10,ZO-140374,Taqwaa Bazzi,Corporate,Pakistan,Lahore,Site,OFF-EN-10002230,Courses,Graphic Design,52500.0,30,Xray Eye & Vision Clinics,2023-03-10
2021-03-10,KG-177060,Bradley Ross,Home Office,United Kingdom,Warrington,Site,OFF-AP-10002765,Award,Microsoft Office Award,16500.0,11,Unknown,2023-03-10
2021-03-10,HG-744973,Joe Black,Consumer,United Kingdom,Warrington,Site,FUR-FU-10003192,Courses,Social Media,400.0,1,Unknown,2023-03-10
2021-03-10,MF-661355,Lahab Botros,Home Office,Pakistan,Lahore,Site,OFF-PA-10004665,Award,Microsoft Office Award,15000.0,10,Unknown,2023-03-10
2021-03-10,TL-075986,Rita Biniam,Corporate,Kenya,Nairobi,Site,OFF-BI-10000301,Award,Microsoft Office Award,43500.0,29,Home Centers,2023-03-10
2022-03-10,VW-606217,'Amid Haddad,Home Office,Pakistan,Lahore,Site,KKE-NF-36407592,Courses,Graphic Design,15750.0,9,Unknown,2024-03-10
2022-03-10,QV-764842,Semhar Gebre,Corporate,Kenya,Nairobi,Site,KZD-SX-18863635,Courses,Graphic Design,12250.0,7,Friendly Interior Design,2024-03-10
2022-03-10,CN-732179,Meaza Haylom,Consumer,Kenya,Nairobi,Site,FUR-FU-10000820,Courses,Excel,399.0,1,Unknown,2024-03-10
2022-03-10,ZM-214689,Sawsan Touma,Home Office,Pakistan,Lahore,Site,YYX-IU-72796747,Courses,ECDL,9375.0,15,Unknown,2024-03-10
2022-03-10,PE-234203,Najibah Deeb,Home Office,Pakistan,Lahore,Site,TEC-AC-10003280,Diploma,Executive PA Diploma,112500.0,25,Unknown,2024-03-10
2022-03-10,YN-342933,Gabriel Asmara,Corporate,Kenya,Nairobi,Site,DIJ-TI-79381126,Courses,Graphic Design,24500.0,14,Leo's Stereo,2024-03-10
2022-03-10,SB-729925,Jamie Read,Consumer,United Kingdom,Liverpool,Hub,OFF-AR-10004685,Courses,Graphic Design,1750.0,1,Unknown,2024-03-10
2022-03-10,WX-309464,Umayyah Tuma,Home Office,Pakistan,Lahore,Site,WNE-MU-52336281,Award,HR Award,16489.0,11,Unknown,2024-03-10
2022-03-10,WB-462046,Raja' Kanaan,Corporate,Pakistan,Lahore,Site,OFF-LA-10003766,Courses,Graphic Design,52500.0,30,Sportmart,2024-03-10
2022-03-10,KJ-601388,Freya Preston,Home Office,United Kingdom,Warrington,Site,RQU-AA-56618828,Courses,ECDL,6875.0,11,Unknown,2024-03-10
2022-03-10,JO-062696,Ghaaliya Srour,Home Office,Pakistan,Lahore,Site,OFF-AP-10001469,Courses,Executive Assistant Diploma,59985.0,15,Unknown,2024-03-10
2022-03-10,RC-904841,Muhibb Basara,Consumer,Pakistan,Lahore,Site,OFF-FA-10000992,Courses,Graphic Design,1750.0,1,Unknown,2024-03-10
2020-04-10,BL-657681,Adiam Selam,Consumer,Kenya,Nairobi,Site,RHA-ZV-87037386,Diploma,Executive PA Diploma,4500.0,1,Unknown,2022-04-10
2020-04-10,XR-353174,Spencer Shah,Consumer,United Kingdom,Warrington,Site,TXQ-JE-95465600,Courses,ECDL,625.0,1,Unknown,2022-04-10
2020-04-10,UO-104688,Baha al Din Sarraf,Consumer,Pakistan,Lahore,Site,KKK-LK-77236196,Courses,Graphic Design,1750.0,1,Unknown,2022-04-10
2020-04-10,GP-770839,Osman Petros,Corporate,Kenya,Nairobi,Site,HWO-JM-39329374,Courses,Graphic Design,3500.0,2,Town and Country Convenience Stores,2022-04-10
2020-04-10,DQ-840753,Jal Fakhoury,Corporate,Pakistan,Lahore,Site,TEC-PH-10003171,Diploma,Social Media Diploma,5699.97,3,Saturday Matinee,2022-04-10
2020-04-10,UP-073912,Ameen Sarraf,Consumer,Pakistan,Lahore,Site,TEC-PH-10001944,Diploma,Microsoft Office Diploma,2500.0,1,Unknown,2022-04-10
2020-04-10,PG-439723,Lucy Brookes,Corporate,United Kingdom,Liverpool,Hub,OFF-PA-10002787,Diploma,Social Media Diploma,26599.86,14,Music Den,2022-04-10
2021-04-10,LE-556837,Abdul-Wahid Nahas,Corporate,Pakistan,Lahore,Site,OFF-LA-10000443,Award,Social Media Award,20400.0,17,Almacs,2023-04-10
2021-04-10,OB-024148,Semhar Mustafa,Consumer,Kenya,Nairobi,Site,CMZ-PO-49245534,Courses,Graphic Design,1750.0,1,Unknown,2023-04-10
2021-04-10,QB-651230,Sa'adah Moghadam,Consumer,Pakistan,Lahore,Site,OFF-ST-10001034,Award,Social Media Award,1200.0,1,Unknown,2023-04-10
2021-04-10,RL-193447,Ghayda' Essa,Consumer,Pakistan,Lahore,Site,FUR-CH-10000309,Courses,ECDL,625.0,1,Unknown,2023-04-10
2021-04-10,AQ-944852,Sebhat Kinfe,Home Office,Kenya,Nairobi,Site,OFF-AP-10003971,Courses,Graphic Design,31500.0,18,Unknown,2023-04-10
2021-04-10,NM-155342,Seif al Din Kanaan,Corporate,Pakistan,Lahore,Site,FUR-CH-10004289,Courses,Python,2450.0,7,Thom McAn Store,2023-04-10
2021-04-10,UR-563458,Sophia Elliott,Consumer,United Kingdom,Warrington,Site,TEC-AC-10003657,Diploma,Freelancer Diploma,2500.0,1,Unknown,2023-04-10
2021-04-10,WE-617802,Hannah Hanson,Consumer,United Kingdom,Warrington,Site,TEC-CO-10002095,Diploma,Freelancer Diploma,2500.0,1,Unknown,2023-04-10
2021-04-10,XS-585872,Mia Fleming,Consumer,United Kingdom,Warrington,Site,FUR-FU-10002456,Courses,Python,350.0,1,Unknown,2023-04-10
2021-04-10,VM-377952,Abdul-Hafiz Kalb,Consumer,Pakistan,Lahore,Site,TEC-PH-10002538,Diploma,HR Diploma,1600.0,1,Unknown,2023-04-10
2021-04-10,MO-152533,Isaias Neftalem,Consumer,Kenya,Nairobi,Site,TEC-PH-10002885,Diploma,Social Media Diploma,1899.99,1,Unknown,2023-04-10
2021-04-10,PS-320395,Awate Awate,Consumer,Kenya,Nairobi,Site,CTN-MM-90353402,Diploma,IT Support Diploma,2200.0,1,Unknown,2023-04-10
2021-04-10,TT-360931,Ranim Antar,Home Office,Pakistan,Lahore,Site,OFF-BI-10002429,Award,Microsoft Office Award,1500.0,1,Unknown,2023-04-10
2021-04-10,NZ-960583,Lucy Russell,Corporate,United Kingdom,Warrington,Site,NRV-OK-60111412,Courses,Graphic Design,12250.0,7,Mervyn's,2023-04-10
2020-05-10,EP-806162,Ben Mahmood,Consumer,United Kingdom,Liverpool,Hub,TEC-PH-10001552,Diploma,HR Diploma,1600.0,1,Unknown,2022-05-10
2020-05-10,JH-775925,Megan Parker,Home Office,United Kingdom,Warrington,Site,FLZ-JK-56927547,Award,IT Support Award,36250.0,29,Unknown,2022-05-10
2020-05-10,OU-971652,Freya Boyle,Consumer,United Kingdom,Warrington,Site,OFF-SU-10004782,Courses,Graphic Design,1750.0,1,Unknown,2022-05-10
2020-05-10,XS-095777,Sarah Sayid,Home Office,Kenya,Nairobi,Site,TEC-AC-10003280,Diploma,Freelancer Diploma,45000.0,18,Unknown,2022-05-10
2020-05-10,ML-320129,Suoud Maloof,Corporate,Pakistan,Lahore,Site,TJG-XF-60215577,Courses,Graphic Design,28000.0,16,Pantry Food Stores,2022-05-10
2020-05-10,OF-130490,Batool Haddad,Consumer,Pakistan,Lahore,Site,OFF-AR-10001149,Courses,Graphic Design,1750.0,1,Unknown,2022-05-10
2020-05-10,NW-777796,Abdul-Hamid Ganem,Consumer,Pakistan,Lahore,Site,OFF-AP-10001563,Courses,Graphic Design,1750.0,1,Unknown,2022-05-10
2020-05-10,QE-819267,Ghadah Mifsud,Corporate,Pakistan,Lahore,Site,TEC-AC-10000990,Courses,Executive Assistant Diploma,43989.0,11,Super Saver Foods,2022-05-10
2020-05-10,ZG-479926,Mewael Yohannes,Home Office,Kenya,Nairobi,Site,OFF-LA-10001158,Award,Microsoft Office Award,3000.0,2,Unknown,2022-05-10
2020-05-10,WD-833997,Temshe Semhar,Home Office,Kenya,Nairobi,Site,OFF-BI-10003355,Courses,Graphic Design,29750.0,17,Unknown,2022-05-10
2020-05-10,WM-839754,Nawal Maroun,Consumer,Pakistan,Lahore,Site,TEC-PH-10001795,Diploma,Social Media Diploma,1899.99,1,Unknown,2022-05-10
2020-05-10,IV-293529,Alicia Gregory,Home Office,United Kingdom,Warrington,Site,OFF-PA-10000141,Award,Social Media Award,36000.0,30,Unknown,2022-05-10
2020-05-10,YR-076926,Eloise Lees,Consumer,United Kingdom,Warrington,Site,OFF-AP-10002867,Award,Microsoft Office Award,1500.0,1,Unknown,2022-05-10
2020-05-10,UB-696631,Eve Burns,Consumer,United Kingdom,Warrington,Site,JPA-NG-81335201,Courses,Graphic Design,1750.0,1,Unknown,2022-05-10
2021-05-10,LL-247922,Elise Moran,Home Office,United Kingdom,Liverpool,Hub,OFF-AP-10004036,Courses,Graphic Design,8750.0,5,Unknown,2023-05-10
2021-05-10,HQ-335242,Saad Nader,Corporate,Pakistan,Lahore,Site,ESQ-CV-80832452,Courses,Graphic Design,47250.0,27,Asiatic Solutions,2023-05-10
2021-05-10,DG-363798,Al Tijani Said,Corporate,Pakistan,Lahore,Site,FUR-TA-10001857,Courses,CompTIA,2995.0,5,Lionel Kiddie City,2023-05-10
2021-05-10,UC-407382,Farooq Antar,Home Office,Pakistan,Lahore,Site,OFF-PA-10000806,Award,Microsoft Office Award,31500.0,21,Unknown,2023-05-10
2021-05-10,GB-737415,Tekle Awet,Consumer,Kenya,Nairobi,Site,OFF-AR-10001216,Award,Microsoft Office Award,1500.0,1,Unknown,2023-05-10
2021-05-10,CA-539447,Sana Hadad,Corporate,Pakistan,Lahore,Site,FUR-TA-10001039,Courses,CompTIA,4193.0,7,Liberty Wealth Planners,2023-05-10
2021-05-10,OW-531566,Saba Gabriel,Home Office,Kenya,Nairobi,Site,XPP-AB-34591054,Diploma,Graphic Design Diploma,7200.0,4,Unknown,2023-05-10
2021-05-10,IH-799478,Mas'ud Nader,Consumer,Kuwait,Kuwait City,Site,FUR-BO-10004695,Courses,ECDL,625.0,1,Unknown,2023-05-10
2021-05-10,TX-011415,Al Safi Bahar,Corporate,Pakistan,Lahore,Site,OFF-LA-10001934,Diploma,HR Diploma,9600.0,6,MegaSolutions,2023-05-10
2021-05-10,QV-290690,Hikmat Boulos,Home Office,Pakistan,Lahore,Site,MPM-TF-66346907,Award,IT Support Award,8750.0,7,Unknown,2023-05-10
2021-05-10,KB-101150,Russom Tewelde,Corporate,Kenya,Nairobi,Site,VUS-FV-68880825,Award,HR Award,7495.0,5,Angel's,2023-05-10
2021-05-10,TW-594895,Abra Rahal,Consumer,Pakistan,Lahore,Site,FUR-FU-10002918,Courses,ECDL,625.0,1,Unknown,2023-05-10
2021-05-10,DI-827055,Sabihah Nahas,Consumer,Pakistan,Lahore,Site,OFF-SU-10001225,Award,Microsoft Office Award,1500.0,1,Unknown,2023-05-10
2021-05-10,TK-262209,Ala' al din Basara,Home Office,Pakistan,Lahore,Site,OFF-BI-10000088,Award,Microsoft Office Award,39000.0,26,Unknown,2023-05-10
2021-05-10,RG-740993,Ni'mat Attia,Home Office,Pakistan,Lahore,Site,TEC-PH-10002660,Diploma,Executive PA Diploma,135000.0,30,Unknown,2023-05-10
2020-06-10,YH-491753,Sumayyah Kanaan,Corporate,Pakistan,Lahore,Site,TEC-AC-10003038,Diploma,Microsoft Office Diploma,47500.0,19,Pergament Home Centers,2022-06-10
2020-06-10,KQ-327810,Bethany Fitzgerald,Home Office,United Kingdom,Warrington,Site,TEC-PH-10001448,Diploma,Graphic Design Diploma,21600.0,12,Unknown,2022-06-10
2020-06-10,YR-807442,Samuel Amanuel,Corporate,Kenya,Nairobi,Site,OFF-PA-10001019,Award,Microsoft Office Award,3000.0,2,Red Food,2022-06-10
2020-06-10,RL-644817,Jamilah Hakimi,Consumer,Pakistan,Lahore,Site,TEC-PH-10001557,Diploma,Freelancer Diploma,2500.0,1,Unknown,2022-06-10
2020-06-10,RF-158172,Shihab al Din Issa,Home Office,Pakistan,Lahore,Site,OFF-BI-10003460,Award,HR Award,4497.0,3,Unknown,2022-06-10
2020-06-10,XT-351098,Samihah Nahas,Corporate,Pakistan,Lahore,Site,IKD-QI-81326466,Courses,CompTIA,7188.0,12,Strategy Consulting,2022-06-10
2020-06-10,FY-027003,Mia Short,Home Office,United Kingdom,Warrington,Site,OFF-PA-10002421,Award,Microsoft Office Award,33000.0,22,Unknown,2022-06-10
2020-06-10,EV-611390,Mebrahtu Nasih,Consumer,Kenya,Nairobi,Site,TEC-PH-10004165,Diploma,HR Diploma,1600.0,1,Unknown,2022-06-10
2020-06-10,HL-130585,Farooq Basara,Consumer,Pakistan,Lahore,Site,OFF-ST-10004804,Award,HR Award,1499.0,1,Unknown,2022-06-10
2020-06-10,WR-564012,Aisha Bazzi,Consumer,Pakistan,Lahore,Site,TEC-PH-10001944,Diploma,Freelancer Diploma,2500.0,1,Unknown,2022-06-10
2020-06-10,KI-774850,Ihsan Said,Home Office,Pakistan,Lahore,Site,OFF-PA-10001800,Courses,Graphic Design,35000.0,20,Unknown,2022-06-10
2020-06-10,WP-483384,Toby Bond,Corporate,United Kingdom,Warrington,Site,AHX-PP-28285992,Diploma,Executive PA Diploma,13500.0,3,Britches of Georgetown,2022-06-10
2021-06-10,OW-312876,Maliha Sleiman,Consumer,Pakistan,Lahore,Site,OFF-BI-10000138,Diploma,HR Diploma,1600.0,1,Unknown,2023-06-10
2021-06-10,XZ-774557,Amy Hudson,Consumer,United Kingdom,Warrington,Site,OFF-ST-10002485,Award,Microsoft Office Award,1500.0,1,Unknown,2023-06-10
2021-06-10,CR-807808,Hyiab Hamid,Consumer,Kenya,Nairobi,Site,LQR-RO-05648545,Courses,ECDL,625.0,1,Unknown,2023-06-10
2021-06-10,OY-692338,Zachary Wright,Corporate,United Kingdom,Warrington,Site,OFF-LA-10000634,Award,Microsoft Office Award,25500.0,17,Montana's Cookhouse,2023-06-10
2021-06-10,ZU-547711,Taqwa Ghannam,Home Office,Pakistan,Lahore,Site,OFF-LA-10001317,Courses,Graphic Design,22750.0,13,Unknown,2023-06-10
2021-06-10,UI-200216,Zuhur Khouri,Home Office,Kuwait,Kuwait City,Site,OFF-PA-10003724,Courses,Graphic Design,3500.0,2,Unknown,2023-06-10
2021-06-10,UT-993981,Aza Issa,Corporate,Pakistan,Lahore,Site,OFF-AR-10003156,Award,Microsoft Office Award,21000.0,14,Gene Walter's Marketplace,2023-06-10
2021-06-10,TL-476690,Jamil Hanania,Consumer,Pakistan,Lahore,Site,OFF-PA-10000349,Courses,Graphic Design,1750.0,1,Unknown,2023-06-10
2021-06-10,EU-875061,Nahla Boulos,Home Office,Pakistan,Lahore,Site,TEC-AC-10003832,Diploma,Executive PA Diploma,58500.0,13,Unknown,2023-06-10
2021-06-10,WX-423115,Muyassar Sarkis,Consumer,Pakistan,Lahore,Site,OFF-AR-10003469,Diploma,Graphic Design Diploma,1800.0,1,Unknown,2023-06-10
2021-06-10,PD-582263,Joseph Bray,Consumer,United Kingdom,Liverpool,Hub,OFF-AP-10004859,Courses,Executive Assistant Diploma,3999.0,1,Unknown,2023-06-10
2020-07-10,YX-724330,Khatib Kassab,Home Office,Pakistan,Lahore,Site,OFF-AR-10003602,Courses,Graphic Design,42000.0,24,Unknown,2022-07-10
2020-07-10,AG-455180,Shishay Russom,Consumer,Kenya,Nairobi,Site,OFF-BI-10001543,Courses,Graphic Design,1750.0,1,Unknown,2022-07-10
2020-07-10,BC-265775,Nasir al Din Kattan,Corporate,Pakistan,Lahore,Site,OFF-AP-10002439,Courses,Graphic Design,38500.0,22,Old America Stores,2022-07-10
2020-07-10,MK-622311,George Parkes,Corporate,United Kingdom,Liverpool,Hub,TEC-AC-10002800,Diploma,Social Media Diploma,3799.98,2,Custom Lawn Care,2022-07-10
2020-07-10,TY-898398,Berhane Nasih,Consumer,Kenya,Nairobi,Site,EZS-CA-38610284,Courses,Graphic Design,1750.0,1,Unknown,2022-07-10
2020-07-10,RZ-712664,May Kassis,Corporate,Pakistan,Lahore,Site,FUR-CH-10004754,Courses,SQL,6300.0,18,Realty Solution,2022-07-10
2020-07-10,AQ-198231,Fariq Shadid,Corporate,Pakistan,Lahore,Site,OFF-BI-10002735,Courses,Graphic Design,14000.0,8,Affinity Investment Group,2022-07-10
2020-07-10,HC-045355,Imam Hanania,Corporate,Pakistan,Lahore,Site,FUR-FU-10000308,Courses,Python,350.0,1,Bloom Brothers Furniture,2022-07-10
2020-07-10,UR-333658,Munib Rahal,Corporate,Pakistan,Lahore,Site,OFF-AR-10003752,Award,Microsoft Office Award,12000.0,8,Integra Investment Service,2022-07-10
2020-07-10,XY-159013,Amy Lord,Corporate,United Kingdom,Warrington,Site,OFF-PA-10001972,Award,Microsoft Office Award,13500.0,9,Infinity Investment Plan,2022-07-10
2020-07-10,PL-064849,Sa'd al Din Nader,Home Office,Pakistan,Lahore,Site,OFF-BI-10001890,Award,HR Award,35976.0,24,Unknown,2022-07-10
2020-07-10,RY-411095,'Azzah Aswad,Consumer,Pakistan,Lahore,Site,OFF-BI-10000309,Award,Microsoft Office Award,1500.0,1,Unknown,2022-07-10
2020-07-10,AG-713212,Zanubiya Haik,Consumer,Pakistan,Lahore,Site,OFF-BI-10004230,Diploma,Social Media Diploma,1899.99,1,Unknown,2022-07-10
2020-07-10,ZP-882205,Hayyan Koury,Home Office,Pakistan,Lahore,Site,OFF-AR-10001419,Courses,Executive Assistant Diploma,3999.0,1,Unknown,2022-07-10
2021-07-10,SG-303858,Kyle Ward,Corporate,United Kingdom,Liverpool,Hub,FUR-CH-10003833,Courses,Python,3150.0,9,Cardinal Stores,2023-07-10
2021-07-10,GO-267762,Wala' Deeb,Home Office,Pakistan,Lahore,Site,TEC-MA-10000864,Diploma,Graphic Design Diploma,54000.0,30,Unknown,2023-07-10
2021-07-10,EY-380610,'Azab Asfour,Corporate,Pakistan,Lahore,Site,FUR-FU-10003878,Courses,ECDL,14375.0,23,Crafts & More,2023-07-10
2021-07-10,XM-756548,Khayri Asker,Home Office,Pakistan,Lahore,Site,OFF-BI-10003638,Courses,Graphic Design,19250.0,11,Unknown,2023-07-10
2021-07-10,OR-816425,Fethawi Selassie,Corporate,Kenya,Nairobi,Site,FUR-FU-10002396,Courses,Social Media,6800.0,17,Circuit Design,2023-07-10
2021-07-10,PO-736892,Na'il Abadi,Home Office,Pakistan,Lahore,Site,OFF-EN-10001099,Courses,Graphic Design,50750.0,29,Unknown,2023-07-10
2021-07-10,GZ-948474,Jawhar Isa,Consumer,Pakistan,Lahore,Site,FUR-FU-10000965,Courses,Microsoft Powerpoint,299.0,1,Unknown,2023-07-10
2021-07-10,JE-644765,Buhjah Najjar,Consumer,Pakistan,Lahore,Site,OFF-ST-10003805,Diploma,HR Diploma,1600.0,1,Unknown,2023-07-10
2021-07-10,SC-114370,Khuzaimah Hadad,Corporate,Pakistan,Lahore,Site,TEC-AC-10003023,Diploma,Executive PA Diploma,22500.0,5,Funtown toys,2023-07-10
2021-07-10,FZ-208284,Nazmi Totah,Home Office,Pakistan,Lahore,Site,BFB-RI-28953556,Courses,Graphic Design,22750.0,13,Unknown,2023-07-10
2021-07-10,YG-838161,Labibah Rahal,Consumer,Pakistan,Lahore,Site,OFF-BI-10004187,Award,Microsoft Office Award,1500.0,1,Unknown,2023-07-10
2021-07-10,KO-444262,Ablaa Maroun,Consumer,Pakistan,Lahore,Site,TEC-PH-10002115,Diploma,Freelancer Diploma,2500.0,1,Unknown,2023-07-10
2021-07-10,YT-622752,Thabit Botros,Home Office,Pakistan,Lahore,Site,OFF-AR-10003469,Award,Social Media Award,20400.0,17,Unknown,2023-07-10
2021-07-10,UJ-483443,Liya Daniel,Corporate,Kenya,Nairobi,Site,FUR-CH-10000595,Courses,ECDL,18125.0,29,Sound Advice,2023-07-10
2021-07-10,RR-926061,Amanuel Simon,Corporate,Kenya,Nairobi,Site,OFF-BI-10003274,Courses,Graphic Design,1750.0,1,Huffman and Boyle,2023-07-10
2021-07-10,JP-899965,Azhar Bata,Home Office,Pakistan,Lahore,Site,OFF-ST-10000563,Courses,Graphic Design,40250.0,23,Unknown,2023-07-10
2021-07-10,MR-453931,Thuwaybah Abadi,Corporate,Pakistan,Lahore,Site,OFF-ST-10001837,Courses,Executive Assistant Diploma,75981.0,19,Zany Brainy,2023-07-10
2021-07-10,HK-283337,Azzeza Semhar,Home Office,Kenya,Nairobi,Site,BYM-EP-05773733,Diploma,Graphic Design Diploma,7200.0,4,Unknown,2023-07-10
2020-08-10,PK-242294,Duqaq Bazzi,Corporate,Pakistan,Lahore,Site,OFF-FA-10001561,Courses,Graphic Design,52500.0,30,Big D Supermarkets,2022-08-10
2020-08-10,OJ-477494,Fahmi Antar,Consumer,Pakistan,Lahore,Site,TEC-AC-10002006,Courses,Executive Assistant Diploma,3999.0,1,Unknown,2022-08-10
2020-08-10,BS-852734,Nashida Ghannam,Corporate,Pakistan,Lahore,Site,OFF-PA-10001977,Award,Microsoft Office Award,21000.0,14,Sistemos,2022-08-10
2020-08-10,HU-844864,Ameen Zogby,Consumer,Pakistan,Lahore,Site,OFF-AR-10001166,Award,Microsoft Office Award,1500.0,1,Unknown,2022-08-10
2020-08-10,QY-614960,Selam Habte,Home Office,Kenya,Nairobi,Site,IIM-FQ-72186683,Diploma,IT Support Diploma,44000.0,20,Unknown,2022-08-10
